comuna,local,name,desc,icon,long,lat
6.0,Subway,Subway - Village Caballito,Horario: Domingo a Jueves 10:00 a 24:00 hs.  Viernes; Sabado y Feriados 10:00 a 2:00 hs.  Servicios: Wi-Fi.,AR_Subway,-58.437129305675626,-34.61845778860152
3.0,Tentissimo,Tentissimo - Abasto Shopping,Horario: Lunes 10:00 a 23:00 hs.  Martes a Jueves y Domingo  10:00 a 24:00 hs.  Vienes y Sabado 10:00 a 2:00 hs.,AR_Tentissimo,-58.410668056458235,-34.6037370711565
12.0,Tentissimo,Tentissimo - Wal-Mart Constituyentes,Horario: Lunes a Domingo 8:00 a 22:00 hs.,AR_Tentissimo,-58.507009986788034,-34.572850009426475
1.0,TGI Fridays,TGI Fridays - Puerto Madero,Horario: Domingo a Jueves 12:00 a 24:00 hs.   Viernes y Sábado 12:00 a 1:00 hs.,AR_TGI Fridays,-58.366389060392976,-34.60964497178793
2.0,TGI Fridays,TGI Fridays - Recoleta Mall,Horario: Domingo a Jueves 12:00 a 24:00 hs.   Viernes y Sábado 12:00 a 1:00 hs.,AR_TGI Fridays,-58.39402897283435,-34.58878098987043
14.0,Vinotecas,Bodega Amparo - Palermo,Horario: Lunes a Sabado 8:00 a 20:00 hs. Domingo 7:00 a 13:00 hs.,AR_Vinotecas,-58.43579943291843,-34.58674234338105
5.0,Vinotecas,Catarsis - Boedo,Horario: Lunes a Viernes 10:00 a 13:00 hs. y 17:00 a 21:00 hs. Sabado 10:00 a 14:00 y 17:00 a 21:00 hs.,AR_Vinotecas,-58.42359948903322,-34.62496214546263
14.0,Vinotecas,Catarsis - Palermo,Horario: Lunes a Viernes 10:00 a 21:00 hs. Sabado 10:00 a 14:00 y 17:00 a 21:00 hs.,AR_Vinotecas,-58.42852620407939,-34.57897466607392
11.0,Vinotecas,Don Vittorio,Horarios: Lunes. a Viernes 9:00 a 13:00 hs. y 15:00 a 19:00 hs. Sabado 10:00 a 20:00 hs.,AR_Vinotecas,-58.49511950276792,-34.60012321360409
13.0,Vinotecas,Entendidos,Horario: Lunes a Viernes 9:00 a 20:00 hs. Sabado 9:00 a 14:00 hs.,AR_Vinotecas,-58.454390997067094,-34.56721586175263
1.0,Vinotecas,FG Wines,Horario: Lunes a Domingo 9:30 a 21:30 hs.,AR_Vinotecas,-58.37510825134814,-34.59981811232865
2.0,Vinotecas,Frappe - Barrio Norte,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.38860906660557,-34.5935779530555
13.0,Vinotecas,Frappe - Belgrano,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.447453044354916,-34.55688139423728
1.0,Vinotecas,Frappe - Microcentro,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.37657617405057,-34.59761920385063
13.0,Vinotecas,Frappe - Nuñez,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.47300795838237,-34.54249762929976
14.0,Vinotecas,Frappe - Palermo,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.41286084614694,-34.57955729216337
14.0,Vinotecas,Frappe - Palermo II,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.411649661138654,-34.590753419324756
2.0,Vinotecas,Frappe - Recoleta,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.39293831959367,-34.59287613630295
2.0,Vinotecas,Frappe - Recoleta II,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.39396216906607,-34.5857778377831
2.0,Vinotecas,Frappe - Recoleta III,Horario: Lunes a Sabado de 9 a 21 hs.,AR_Vinotecas,-58.39232325553894,-34.59372555837035
6.0,Vinotecas,Kalimnos - Av. Acoyte,Horario: Lunes a Sabado 9:00 a 21:00 hs. Domingo 10:30 a 13:30 hs.,AR_Vinotecas,-58.43718965537846,-34.616720639169216
5.0,Vinotecas,Kalimnos - Av. Rivadavia,Horario: Lunes a Sabado 9:00 a 21:00 hs. Domingo 10:30 a 13:30 hs.,AR_Vinotecas,-58.42114736326039,-34.61159761995077
2.0,Vinotecas,Kalimnos - Av. Santa Fe,Horario: Lunes a Sabado 9:00 a 21:00 hs.,AR_Vinotecas,-58.40811668895185,-34.59062081761658
6.0,Vinotecas,Kalimnos - Rosario,Horario: Lunes a Sabado 9:00 a 21:00 hs.,AR_Vinotecas,-58.43508906662464,-34.619108056649566
11.0,Vinotecas,La Bodega de Borbore,Horario: Lunes a Viernes 8:30 a 13:00 hs. y 15:30 a 20:30 hs. Sabado 8:30 a 20:30 hs.,AR_Vinotecas,-58.51219553500414,-34.592479169368744
2.0,Vinotecas,La Cava de Vittorio,Horario: Lunes a Vienes 10:00 a 20:00 hs. Sabado 10:00 a 14:00 hs.,AR_Vinotecas,-58.399723386392,-34.59399218671024
2.0,Vinotecas,Ligier - Callao,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabados 10:00 a 18:00 hs.,AR_Vinotecas,-58.393236715346575,-34.595779459923506
1.0,Vinotecas,Ligier - Casa Central,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 13:00 hs.,AR_Vinotecas,-58.38960190303624,-34.60660066455603
1.0,Vinotecas,Ligier - Diagonal,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 13:00 hs.,AR_Vinotecas,-58.377063078805804,-34.606029437854886
1.0,Vinotecas,Ligier - Esmeralda,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 14:00 y 16:00 a 19:00 hs.,AR_Vinotecas,-58.3781133312732,-34.5951184630394
1.0,Vinotecas,Ligier - Florida,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 18:00 hs.,AR_Vinotecas,-58.3750013820827,-34.60619539953768
14.0,Vinotecas,Ligier - Las Heras,Horario: Lunes a Viernes 9:30 a 12:30 y 14:00 a 20:00 hs. Sabado 10:00 a 13:00 y 15:00 a 19:00 hs.,AR_Vinotecas,-58.40211180970073,-34.58335429430008
1.0,Vinotecas,Ligier - M.T. de Alvear,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 13:00 hs.,AR_Vinotecas,-58.37442529387772,-34.59629125893116
1.0,Vinotecas,Ligier - Montevideo,Horario: Lunes a Viernes 9:30 a 12.30 y 14:00 a 20:00 hs. Sabado 10:00 a 13:00 hs.,AR_Vinotecas,-58.38938254863024,-34.60637787356973
1.0,Vinotecas,Ligier - Parana,Horario: Lunes a Viernes 9:30 a 12.30 y 14:00 a 20:00 hs. Sabado 10:00 a 13:00 hs.,AR_Vinotecas,-58.38782787322998,-34.60430393926799
6.0,Vinotecas,Ligier - Rivadavia,Horario: Lunes a Viernes 9:30 a 13:00 y 14:30 a 20:00 hs. Sabado 10:00 a 14:00 y 16:00 a 20:00 hs.,AR_Vinotecas,-58.43636378645897,-34.61816869676113
14.0,Vinotecas,Ligier - Santa Fe,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 10:00 a 20:00 hs.,AR_Vinotecas,-58.413479598239064,-34.586694817990065
1.0,Vinotecas,Ligier - Tucuman,Horario: Lunes a Miercoles  9:30 a 12:30 y 14:00 a 20:00 hs. Jueves y Viernes 9:30 a 20:00 hs. Sabado 10:00 a 19:00 hs.,AR_Vinotecas,-58.37497103959322,-34.60111856460571
14.0,Vinotecas,Lo de Joaquin Alberdi - Palermo,Horario: Lunes a Sabado 11:00 a 21:30 hs. Domingo y feriados 12:00 a 21:30 hs.,AR_Vinotecas,-58.42847750522196,-34.58751934580505
6.0,Vinotecas,Momentos,Horario: Lunes 16:00 a 20:30 hs. Martes a Sabado 10:00 a 13:00 y 16:00 a 20:30 hs.,AR_Vinotecas,-58.449231684207916,-34.627958592027426
4.0,Vinotecas,Ozono Drinks,Horario: Lunes a Viernes 10:30 a 19:00 hs.,AR_Vinotecas,-58.40623872354627,-34.632249623537064
11.0,Vinotecas,Rincon de Cuyo,Horario: Lunes 16:00 a 20:00 hs. Martes a Sabado 10:00 a 13:00 hs. y 16:00 a 20:00 hs. Domingo 10:00 a 20:00 hs.,AR_Vinotecas,-58.49549476057291,-34.60494331084192
14.0,Vinotecas,Tonel Privado - Alto Palermo,Horario: Lunes a Domingo 10:00 a 22:00 hs.,AR_Vinotecas,-58.410229347646236,-34.588407995179296
13.0,Vinotecas,Tonel Privado - Belgrano,Horario: Lunes a Viernes 9:30 a 13:30 hs. y 15:30 a 20:00 hs. Sabado 9:30 a 14:00 hs. y 16:30 a 20:00 hs.,AR_Vinotecas,-58.45785238780081,-34.56228579394519
13.0,Vinotecas,Tonel Privado - Belgrano.,Horario: Lunes a Viernes 9:30 a 13:30 y 16:00 a 20:00 hs. Sabado 9:30 a 14:00 hs. y 16:30 a 20:00 hs.,AR_Vinotecas,-58.44527643173933,-34.570794431492686
13.0,Vinotecas,Tonel Privado - Belgrano..,Horario: Lunes a Viernes 9:30 a 13:30 hs. y 17:00 a 21:00 hs. Sabado 9:30 a 14:00 hs. y 17:00 a 20:30 hs.,AR_Vinotecas,-58.45054253004491,-34.56272534094751
13.0,Vinotecas,Tonel Privado - Belgrano...,Horario: Lunes a Domingo 10:00 a 21:00 hs.,AR_Vinotecas,-58.4477318264544,-34.55676496960223
1.0,Vinotecas,Tonel Privado - Hotel Intercontinental,Horario: Lunes a Sabado 12:00 a 20:00 hs.,AR_Vinotecas,-58.37776514701545,-34.61156736128032
1.0,Vinotecas,Tonel Privado - Microcentro,Horario: Lunes a Viernes 9:30 a 20:00 hs.,AR_Vinotecas,-58.37938193231821,-34.6048993896693
1.0,Vinotecas,Tonel Privado - Microcentro.,Horario: Lunes a Viernes 9:30 a 20:00 hs. Sabado 9:30 a 17:00 hs.,AR_Vinotecas,-58.37133899331093,-34.59849486127496
14.0,Vinotecas,Tonel Privado - Palermo,Horario: Lunes a Domingo 10:00 a 21:00 hs.,AR_Vinotecas,-58.411774802953005,-34.57647996023297
14.0,Vinotecas,Tonel Privado - Paseo Alcorta,Horario: Lunes a Domingo 10:00 a 22:00 hs.,AR_Vinotecas,-58.40391299687326,-34.57442211918533
1.0,Vinotecas,Tonel Privado - Patio Bullrich,Horario: Lunes a Domingo 10:00 a 21:00 hs.,AR_Vinotecas,-58.38353617116809,-34.58847178146243
1.0,Vinotecas,Tonel Privado - Puerto Madero,Horario: Lunes a Sabado 10:30 a 21:00 hs.,AR_Vinotecas,-58.36289204657078,-34.60965997539461
14.0,Vinotecas,Vinology,Horario: Lunes a Sabado 12:00 a 21:00 hs.,AR_Vinotecas,-58.4346853941679,-34.570715641602874
11.0,Vinotecas,Vinoteca Devoto - Devoto Shopping,Horario: Lunes a Domingo 10:00 a 22:00 hs.,AR_Vinotecas,-58.517218893393874,-34.61147918365896
1.0,Vinotecas,Vinoteca Premium - C.Pellegrini,Horario: Lunes a Viernes 10:00 a 19:00 hs.,AR_Vinotecas,-58.38108530268073,-34.599535055458546
1.0,Vinotecas,Vinoteca Premium - Tucuman,Horario: Lunes a Viernes 10:00 a 18:30 hs.,AR_Vinotecas,-58.391640884801745,-34.60199640132487
3.0,Vinotecas,Winery - Abasto,Horario: Lunes a Domingo 10.00 a 22.00 hs.,AR_Vinotecas,-58.411036524921656,-34.60373170673847
2.0,Vinotecas,Winery - Aguero,Horario: Lunes a Sabado 10:00 a 21:00 hs.,AR_Vinotecas,-58.40698295272887,-34.591870894655585
13.0,Vinotecas,Winery - Belgrano R,Horario: Lunes a Sabado 9:00 a 20:00 hs.,AR_Vinotecas,-58.459958005696535,-34.576763436198235
14.0,Vinotecas,Winery - Distrito Arcos,Horario: Lunes a Domingo 10:00 a 22:00 hs.,AR_Vinotecas,-58.427361538633704,-34.58020118996501
12.0,Vinotecas,Winery - Dot Baires,Horario: Lunes a Domingo 10.00 a 22.00 hs.,AR_Vinotecas,-58.48774208687246,-34.546086927875876
1.0,Vinotecas,Winery - Galerias Pacifico,Horario: Lunes a Domingo 10:00 a 21:00 hs.,AR_Vinotecas,-58.374812537804246,-34.59941846318543
14.0,Vinotecas,Winery - La Imprenta,Horario: Lunes a Sabado 09:00 a 20:30 hs.,AR_Vinotecas,-58.436316680163145,-34.56505374982953
1.0,Vinotecas,Winery - Microcentro,Horario: Lunes a Viernes 9.00 a 20.00 hs. Sabado 9.00 a 14.00 hs.,AR_Vinotecas,-58.371133133769035,-34.60307012312114
14.0,Vinotecas,Winery - Palermo,Horario: Lunes a Sabado 9:00 a 21:00 hs.,AR_Vinotecas,-58.433947367593646,-34.58468282595277
14.0,Vinotecas,Winery - Portal Palermo,Horario: Lunes a Domingo 10:00 a 22:00 hs.,AR_Vinotecas,-58.42670037411153,-34.57427375949919
1.0,Vinotecas,Winery - Puerto Madero,Horario: Lunes a Sabado 9.00 a 21 hs. Domingo 11:00 a 19:00 hs.,AR_Vinotecas,-58.36345656774938,-34.60471230559051
1.0,Vinotecas,Winery - Reconquista,Horario: Lunes a Viernes 9:00 a 20:00 hs. Sabado 9:00 a 14:00 hs.,AR_Vinotecas,-58.37268822826445,-34.60102912969887
1.0,Vinotecas,Winery - Reconquista II,Horario: Lunes a Viernes 9:00 a 20:00 hs. Sabado 9:00 a 14:00 hs.,AR_Vinotecas,-58.37255981750786,-34.59990209899843
1.0,Vinotecas,Winery - Recova de Posadas,Horario: Lunes a Sabado 9:00 a 21:00 hs.,AR_Vinotecas,-58.38121337816119,-34.589518178254366
1.0,Vinotecas,Winery - San Telmo,Horario: Lunes a Viernes 9:00 a 20:00 hs. Sabado 10:00 a 14:00 hs.,AR_Vinotecas,-58.370532151311636,-34.61239339783788
14.0,Vinotecas,Winery - Tagle,Horario: Lunes a Sabado 9:00 a 21:00 hs.   Domingo 10:00 a 18:00 hs.,AR_Vinotecas,-58.398173321038485,-34.58066345192492
1.0,Vinotecas,Winery - Talcahuano,Horario: Lunes a Viernes 9:00 a 20:00 hs. Sabado 9:00 a 14:00 hs.,AR_Vinotecas,-58.38536074385047,-34.600983867421746
